name,mean,variance,stdev,median,min,max
oil_price,66.91421374845238,1967.8664218300248,44.36064045784308,60.22933866785165,0.3418551710470465,159.60997691377557
freight_outward,1358.945276085923,96009.66707801496,309.85426748394957,1324.94933267748,596.6414201749163,2526.764171882694
freight_homeward,799.6667938562358,17769.20415077514,133.3011783547885,775.6491628864492,557.596951820459,1179.2449958800917
exchange_rate,124.18321625750424,1427.8050116563475,37.78630719793014,121.15289016411815,21.492246175142924,199.69102086974976
ship_demand,116.67448586920491,414.822022587111,20.36718003522115,114.97451164612399,55.585832936970206,234.40565595210515
ship_supply,4553.604886458044,701703.6631622632,837.6775412784225,4599.688357219786,1882.8005995455624,8287.058800351015
new_ship,73291682.72718987,50148652813087.27,7081571.351973182,73360282.3815583,53401557.9376699,106502298.56541061
secondhand_ship,61437566.5371198,265657082739986.9,16298990.23682102,61595455.943471536,15658327.207248902,137875333.86331466
