0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718,0,64873855.92513718
1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104,1,65663290.821897104
2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925,2,65170225.572172925
3,64923565.00139421,3,66421494.73085682,3,64433791.241120264,3,65170225.57217269,3,65667122.666124254,3,65170225.572172694,3,65418076.21316092,3,65170225.572172694,3,66421494.73085682,3,65170225.57217269,3,65418076.21316092,3,64433791.241120264,3,65667122.66612423,3,65170225.57217267,3,64678088.78662967,3,64678088.78662967,3,63948709.54722722,3,65667122.66612423,3,65170225.57217269,3,64433791.24112028,3,64678088.786629684,3,64923565.00139421,3,65418076.21316092,3,66930495.019026704,3,64923565.00139422,3,65418076.21316093,3,64923565.00139422,3,64433791.24112028,3,64678088.786629684,3,65170225.572172694,3,65917370.70053034,3,64923565.00139421,3,64433791.24112028,3,64923565.00139422,3,63948709.547227256,3,65917370.70053033,3,64678088.786629684,3,64433791.241120264,3,64678088.78662967,3,65170225.572172694,3,65170225.57217267,3,64923565.00139422,3,65170225.572172694,3,65170225.57217269,3,66421494.73085682,3,65170225.57217269,3,64678088.786629684,3,64433791.241120264,3,65667122.66612424,3,64923565.00139422,3,64923565.001394235,3,65170225.57217269,3,64678088.786629654,3,64433791.241120264,3,64923565.00139422,3,64433791.241120264,3,65418076.21316095,3,65170225.572172694,3,64923565.00139421,3,65418076.21316092,3,64923565.00139422,3,65170225.572172694,3,65667122.6661242,3,64923565.00139422,3,65418076.21316092,3,65170225.572172694,3,65418076.21316093,3,64678088.786629684,3,64923565.00139422,3,65170225.572172694,3,64433791.241120264,3,65170225.572172694,3,65418076.21316093,3,63948709.54722722,3,64678088.78662967,3,65170225.572172694,3,64433791.241120264,3,64433791.241120264,3,64678088.78662967,3,66168826.1136831,3,66675382.40543115,3,63948709.547227226,3,66675382.40543117,3,65418076.21316092,3,64923565.00139422,3,64433791.241120264,3,63468274.96939578,3,65418076.21316093,3,65170225.57217269,3,64433791.24112028,3,65170225.572172694,3,65917370.70053033,3,65170225.57217269,3,66168826.11368315,3,64923565.00139422,3,63948709.54722723,3,65418076.21316092,3,64923565.00139421,3,63948709.547227256,3,65667122.6661242
4,64663533.17048835,4,64120510.160885416,4,63895967.86291648,4,66351043.5618183,4,64862473.13988879,4,64646425.806186795,4,65628009.942836374,4,65362178.72520451,4,66071183.154897854,4,65159221.339302294,4,65627736.6610763,4,64373653.21648546,4,66140364.23880475,4,65912974.870842785,4,64890924.9040032,4,65389268.48837545,4,64367947.483793646,4,64606398.77066943,4,65145779.94140997,4,64408630.21009938,4,63677084.1361075,4,65664106.94197071,4,65387705.73740696,4,66635354.63352594,4,66381064.98060576,4,66141788.19846812,4,64890157.84648174,4,64142484.589152604,4,64644859.85239335,4,65401997.31878954,4,66403580.05346105,4,64386143.22048787,4,64654554.211502485,4,64911276.58859378,4,63680381.71887851,4,66364377.568215385,4,64393595.48067121,4,63925482.59004579,4,63203489.87384918,4,64596536.982895955,4,65656240.29940409,4,65128808.8928636,4,64355131.31189995,4,65346592.09065048,4,66124901.89072671,4,66122150.17690546,4,65143952.92363814,4,63919758.41220403,4,65582676.33327732,4,64169653.20284162,4,64408705.99414657,4,64649372.13691184,4,64638059.20303976,4,65117753.393211246,4,64915880.80021256,4,63219176.08509144,4,65133172.613871805,4,64416218.00306194,4,65633441.21511912,4,64354813.11790943,4,65119364.04401866,4,64403968.60309222,4,65638200.93683867,4,64141898.87009385,4,65398548.92384696,4,65662615.028850526,4,65392308.307646945,4,65907291.585346304,4,65137516.88434417,4,66582412.12127558,4,64915940.92270165,4,63391226.97495554,4,64407466.55923894,4,63695894.64667876,4,64672078.223486125,4,64905247.89810739,4,65141985.968843184,4,64154094.33260174,4,64163969.47746505,4,67439221.52309002,4,66096437.375353746,4,63858829.37448058,4,66642634.910867184,4,64649583.98318227,4,64882147.50178148,4,63693166.24201948,4,61802023.493162185,4,65140132.61048767,4,66365866.91815214,4,65371540.14121334,4,64156485.52825462,4,65414291.09178824,4,65149820.67058725,4,67172249.51792341,4,64157710.455338486,4,63934735.26928478,4,64660846.23614937,4,63918024.05672321,4,64179033.81131258,4,66167853.219299234
5,64417829.14252343,5,62416079.54161039,5,62157038.51882304,5,67809922.48670508,5,64648567.82861146,5,65654091.58550439,5,65095406.879984766,5,65534589.06752998,5,65572078.81610888,5,65141687.73994305,5,65616394.50244053,5,64663625.37210281,5,65548814.111028336,5,65101710.16473163,5,65365276.269907154,5,65409262.1474374,5,63615037.34256883,5,63888517.40551839,5,65599532.88292073,5,63831040.745070025,5,64651983.02117578,5,64604068.00043852,5,64870541.2573302,5,66876559.85910399,5,65860933.66683534,5,66141873.41208817,5,65553638.4925725,5,63145417.766288765,5,64385158.55400999,5,65396518.4576824,5,66121609.39007171,5,63830540.16756472,5,64901822.70630389,5,66069844.77932687,5,64101275.17235134,5,66641441.83555693,5,64821229.90277518,5,63426424.61991755,5,62441905.657825276,5,64792667.43833375,5,65993401.50614738,5,64578931.89675786,5,64120804.49366519,5,65338699.75603294,5,66354853.02233657,5,66140245.43658791,5,64677788.86335533,5,63343299.351858184,5,66198138.33999183,5,62740916.98170803,5,64889512.4316917,5,64101106.56652469,5,65403016.88940608,5,65654118.03952223,5,65104078.46738329,5,63125912.680230945,5,65405440.38659981,5,65646803.116904326,5,66136220.67329581,5,64601309.847014025,5,64644793.18810501,5,63695603.07767144,5,65373962.41525428,5,64580767.375343814,5,65396877.5315964,5,65118850.2555876,5,65152871.22164024,5,66115138.29338285,5,63420129.39079993,5,66669768.1204036,5,66620628.01359021,5,63131734.77921588,5,64865066.18292567,5,64674885.361934826,5,64479423.148781404,5,65697588.38852157,5,65410438.58882975,5,64122915.73835202,5,64155128.00281536,5,67134946.19165918,5,66383136.82353842,5,61998734.36366968,5,66370108.57882646,5,65984342.59208974,5,63623801.152387336,5,64185963.50128713,5,61084266.345857196,5,65385388.61970763,5,67134429.45387782,5,65819028.05103276,5,64142140.11765155,5,64878312.53475373,5,65662881.821109325,5,66365961.02878812,5,64493550.42003975,5,64424817.43850533,5,64921227.743582405,5,65605358.8385825,5,63700084.81076237,5,66376417.953025155
6,64161447.66605726,6,62348653.289661124,6,62164849.5344395,6,68905562.38580523,6,64859222.19099446,6,66087956.459693745,6,64636236.90479691,6,67042170.63167679,6,64907476.63403046,6,64565676.573696025,6,66500912.97560654,6,63773939.9883998,6,66084687.1933967,6,65560311.50103506,6,64596650.261689365,6,64673853.5884118,6,64119054.627255306,6,62832480.33614137,6,64607096.70002362,6,63637838.52209677,6,63899045.34893312,6,63512470.371626526,6,65032443.5248884,6,68195076.01935206,6,65551576.54859349,6,66317142.88202093,6,67001115.24502727,6,63686255.25065707,6,63646662.95053319,6,65341537.58688251,6,66755449.00802187,6,62874951.32398486,6,65098455.74079151,6,64724709.46548779,6,63578091.53630406,6,65811605.418232985,6,65236542.31096744,6,62493194.170461655,6,62404308.63953609,6,64844963.27892029,6,66445936.93940369,6,64861391.56876921,6,63699774.84338135,6,66843677.05902935,6,66579980.909127586,6,65612996.74415166,6,64659278.05530906,6,64855044.380515225,6,66521149.142969236,6,62983672.35645167,6,64066762.57660464,6,64607301.976526484,6,65147471.2987243,6,66671746.06861923,6,64646243.19994397,6,63143328.484265596,6,65525719.04293441,6,66011137.19069677,6,65110468.822666645,6,64181515.338711634,6,64406180.3276403,6,63455939.634414524,6,65878008.65566726,6,64882194.622514404,6,64607012.263084695,6,65864592.48323123,6,64407239.279466964,6,65818581.532727875,6,62803670.61559587,6,66946046.19917902,6,65765166.29686769,6,63210357.92825814,6,64640285.40549917,6,65291284.732435346,6,64534810.07441491,6,65536855.4755787,6,65831371.48288812,6,64963366.691947244,6,63902676.10343305,6,67674793.67737463,6,65974346.7442536,6,61675950.90277599,6,66569718.141579,6,66338429.59089128,6,62864643.48504792,6,62511263.026225835,6,60405381.97837959,6,65347432.122575566,6,67618087.42795964,6,65049874.47726778,6,64310143.37422958,6,65398409.954798155,6,65135805.3373246,6,65542378.44275454,6,65975866.78616334,6,65951861.52800196,6,64878256.6318106,6,67054033.65303842,6,62507192.6278358,6,67110603.62020954
7,63590322.57061462,7,62142717.78320268,7,62471776.125859246,7,69761985.1283577,7,65674492.78243596,7,66129670.77434516,7,64307503.955185935,7,67548712.23325497,7,64827663.05653993,7,65014971.94684846,7,66030417.81357906,7,63007357.38172385,7,66404170.43635361,7,65398181.540445395,7,63895669.52584952,7,65783385.77596601,7,63641818.56695647,7,62969628.76241553,7,64905184.40859115,7,64108899.778760515,7,63637817.0058126,7,63484825.63533137,7,65545301.454387926,7,67691414.40855885,7,64422366.88679297,7,67280266.47895011,7,67859295.57674116,7,63658394.96344994,7,62914102.765869185,7,66615587.92533076,7,66727154.158441775,7,63398315.54017451,7,64892939.70328839,7,63505503.172898695,7,64657536.14107163,7,65609370.01963154,7,65080862.833746366,7,62159223.48036743,7,63112100.34444132,7,65820438.521653615,7,65770831.435178936,7,65271779.48457945,7,63688190.556541026,7,66054445.59152161,7,66243222.45292122,7,65292368.364955254,7,64556571.419648424,7,65206434.42473016,7,66802783.08333328,7,62290048.53376128,7,63830196.13894816,7,63594308.47942503,7,66509525.26515766,7,65257928.402413666,7,65167909.13540614,7,63044463.53180159,7,66151938.66153822,7,64850063.967179224,7,65089859.78427641,7,64540812.21066083,7,64929597.695147805,7,64597127.81559263,7,65398301.47569178,7,65645059.90265526,7,65418017.56615692,7,65342047.593220286,7,64122489.422092654,7,65625557.119161084,7,63335772.23026336,7,67344082.5408192,7,65432523.57779731,7,62280288.6989873,7,63901243.80823528,7,64895216.101120934,7,64951747.144077174,7,64694918.55786872,7,65583498.32722835,7,65630133.42051731,7,64381389.57178437,7,67661304.42086002,7,66997421.28582959,7,61216923.47718987,7,66568413.99335991,7,64984115.28993354,7,62155546.9374872,7,62517368.80494055,7,61338982.29731386,7,64603185.8828206,7,67085799.809741676,7,65471925.71868997,7,64412999.35603317,7,63813113.87238974,7,64177602.90252848,7,66254138.10014652,7,65825640.18448086,7,65754907.21090794,7,65282992.73060222,7,66510248.965847924,7,60876058.21165619,7,65397480.111995645
8,62847610.99827181,8,61760334.160178415,8,62740591.76240434,8,70125628.1192047,8,65831837.727091454,8,66880347.818270765,8,63835096.34955287,8,67641704.25108586,8,64417650.676642455,8,64596046.36283365,8,66816888.4003979,8,62561235.305449136,8,65986735.01477076,8,65680443.615940735,8,63352387.43357414,8,65823830.69367525,8,64386068.497291304,8,63613480.515270434,8,65572122.3097276,8,62935076.82373101,8,64089290.71990555,8,64120150.065956526,8,65387212.657152504,8,67475054.28064066,8,63229181.78235091,8,66819884.0281091,8,67954167.41754247,8,64599560.83814615,8,62508416.87899098,8,66188529.960951425,8,66923142.80296395,8,64125344.86916475,8,64956272.834496975,8,62565804.841114044,8,64323768.28012576,8,65325484.848028906,8,64300750.97619731,8,61920129.99909024,8,62300391.947122306,8,65435879.424637295,8,65915916.04828621,8,66022073.79647884,8,62529291.59399227,8,66616443.0686222,8,64962266.891042605,8,66069309.89049876,8,63464921.970745206,8,66130626.31104043,8,67440727.83803299,8,62516145.884588644,8,63330146.89077069,8,64365872.36563669,8,65858910.08749495,8,66162458.14651539,8,64379446.33373508,8,63330504.31266181,8,65663373.589980505,8,63840445.80840405,8,64752248.65191808,8,64341587.2597142,8,64457375.43750601,8,64987807.47787968,8,64918544.13524041,8,65856911.09655897,8,64766746.303134926,8,65195479.81443573,8,63984035.49639757,8,65890369.60599739,8,63434762.531382956,8,67740503.01405725,8,65880162.356808156,8,61854942.561017424,8,63671352.63545082,8,65090514.93704712,8,64249654.4262508,8,64512260.76114845,8,67153635.78460325,8,64823084.37264082,8,64665923.062898204,8,67804903.47779395,8,67048046.59105791,8,61304564.971648246,8,66838654.479238585,8,66064324.17997497,8,62924314.56205608,8,62325104.81984485,8,61126876.179740734,8,65386243.61007766,8,67003055.833524086,8,65584203.06370718,8,65744554.61799705,8,63228281.39601581,8,64890822.97058505,8,66793423.53629488,8,66448807.850621305,8,66922338.18150963,8,65608713.52830898,8,66098828.03727604,8,60533328.07330097,8,65865535.05367843
9,62628219.44946144,9,62519281.024624474,9,62463005.50725581,9,69804534.17546989,9,65949039.773523636,9,66996883.158732995,9,64173698.16700162,9,68117259.56743948,9,65713572.7438467,9,64162392.74591928,9,67549857.84538876,9,62591908.55027703,9,66183228.53032592,9,66376136.98746675,9,62902252.066909745,9,65217644.456950285,9,63982717.62325882,9,64155465.97810472,9,65601764.24469471,9,63502207.2316569,9,64430440.41954067,9,63402104.438463576,9,66196443.25385453,9,68588931.26958503,9,62583777.4633735,9,65443851.70982754,9,68428624.54996641,9,64437994.606326826,9,61387196.68360992,9,67309042.78537571,9,66926929.673639394,9,65050282.59846384,9,64843389.58876481,9,62831266.85375792,9,63353273.965867534,9,65567829.259710096,9,63700388.57726059,9,62515500.747743554,9,62416655.159453765,9,66050597.14237899,9,65289131.235986926,9,66166461.31673029,9,62717340.55867831,9,66139325.87483572,9,65638975.50690249,9,64861539.784288965,9,63746467.94701813,9,65585553.11546296,9,67892251.43429147,9,63163465.42806064,9,62423806.703943804,9,65211258.95362778,9,65729324.70397986,9,65234544.732446894,9,64425645.33783998,9,64146140.29340764,9,66091415.93992384,9,63305730.31204978,9,65625340.798701815,9,63421743.81532409,9,63800247.9820413,9,64815003.90809468,9,64312345.55841637,9,64814411.249463744,9,65060720.19123343,9,64821619.85534343,9,63212096.02177419,9,66498860.76409912,9,63866817.14225768,9,67492678.8614277,9,66095355.97123037,9,61363422.71060895,9,63427360.89181316,9,65643661.792438865,9,63681041.15819474,9,65484514.2075469,9,67423310.17786394,9,64658313.06867264,9,64278690.835410684,9,68041668.98138072,9,65904751.83362576,9,61338230.31338238,9,66610633.00805876,9,65883585.70601909,9,61841929.715638496,9,61221258.40591702,9,61337336.63484692,9,65087019.92191831,9,67416183.17101319,9,64533475.812526815,9,65850782.49095673,9,61686453.21775512,9,64121931.17893551,9,66252090.38909038,9,66700432.607967146,9,66684209.59097126,9,65285900.427557565,9,65907071.766052954,9,61076434.182218105,9,65102235.92751975
